"set","tag","n","lambda","rho","seed","converged","n_attempts","drift","ess_min","ess_med","ess_frac_low","input_fix"
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s14",1000,0.3,0.5,14,FALSE,1,0.0166666666666668,1.92717067479927,1600,0.00643883110450718,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s15",1000,0.3,0.5,15,TRUE,1,0.109675177661834,77.3070051229291,1600,0.000495294700346706,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s16",1000,0.3,0.5,16,FALSE,1,0.0833333333333333,69.2240063271845,1600,0.00198117880138683,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s17",1000,0.3,0.5,17,TRUE,1,0.0273972602739727,109.673585449892,1600,0,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s18",1000,0.3,0.5,18,TRUE,1,0.0885041786142697,79.4619752985873,1600,0.000990589400693413,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s19",1000,0.3,0.5,19,TRUE,1,0.0654564429988175,72.2978574770591,1600,0.000495294700346706,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s2",1000,0.3,0.5,2,TRUE,1,0.0357142857142857,78.9854043176222,1600,0.000990589400693413,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s20",1000,0.3,0.5,20,TRUE,1,0.0334928229665072,67.5889429058698,1600,0.00148588410104012,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s21",1000,0.3,0.5,21,FALSE,1,0.142857142857143,49.7114717928935,1600,0.00247647350173353,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s22",1000,0.3,0.5,22,TRUE,1,0.030674846625767,54.728924728138,1600,0.00396235760277365,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s23",1000,0.3,0.5,23,TRUE,1,0.0307692307692307,89.1159452088896,1600,0.000495294700346706,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s24",1000,0.3,0.5,24,FALSE,1,0.108484268131743,61.2499159776156,1600,0.000990589400693413,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s25",1000,0.3,0.5,25,TRUE,1,0.125,52.0612255335529,1600,0.00148588410104012,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s26",1000,0.3,0.5,26,TRUE,1,0.0864197530864197,61.4592659621192,1600,0.00198117880138683,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s27",1000,0.3,0.5,27,TRUE,1,0.0631578947368422,51.1465446299088,1600,0.00198117880138683,""
"bace","rubin_types_mixed_BM_l0.3_r0.5_mcar0.3_n1000_M20_s28",1000,0.3,0.5,28,TRUE,1,0.137931034482759,108.487896634037,1600,0,""
